date_only,product_category,quantity,unit_price,discount_applied,product_rating,product_stock,is_holiday,is_weekend,month,day_of_week,total_returned_items
2020-01-01,Clothing,1437.0,485.1001403508772,0.253719298245614,2.9859649122807017,47.56140350877193,0.4912280701754385,0.5368421052631579,1,2,1373.0
2020-01-02,Clothing,1463.0,510.6138869257951,0.2385159010600706,2.887279151943463,50.590106007067135,0.4840989399293286,0.5335689045936396,1,3,1248.0
2020-01-03,Clothing,1375.0,486.3215985130111,0.2603717472118959,2.970260223048327,49.97769516728624,0.5427509293680297,0.4758364312267658,1,4,1288.0
2020-01-04,Clothing,1460.0,508.5298251748252,0.2498601398601398,2.87972027972028,48.57342657342657,0.479020979020979,0.4755244755244755,1,5,1372.0
2020-01-05,Clothing,1304.0,476.0009594095941,0.2566420664206641,3.025830258302583,51.50922509225092,0.4870848708487085,0.4760147601476014,1,6,1228.0
2020-01-06,Clothing,1346.0,502.1386446886447,0.2366666666666666,2.905494505494506,48.413919413919416,0.4981684981684982,0.4358974358974359,1,0,1263.0
2020-01-07,Clothing,1461.0,479.7231448763251,0.2451590106007067,2.980565371024735,50.06007067137809,0.4876325088339223,0.4805653710247349,1,1,1304.0
2020-01-08,Clothing,1512.0,466.7262413793103,0.2514482758620689,2.9341379310344826,47.36206896551724,0.5172413793103449,0.4448275862068965,1,2,1252.0
2020-01-09,Clothing,1408.0,512.8663636363636,0.2624727272727273,3.034181818181818,48.19636363636364,0.4545454545454545,0.48,1,3,1242.0
2020-01-10,Clothing,1319.0,475.2190458015267,0.2459160305343511,3.0938931297709926,49.38167938931298,0.5572519083969466,0.4618320610687023,1,4,1187.0
2020-01-11,Clothing,1330.0,506.31161654135343,0.2344360902255639,2.9627819548872183,46.92481203007519,0.5037593984962406,0.4774436090225564,1,5,1184.0
2020-01-12,Clothing,1244.0,507.06,0.2534920634920635,2.973015873015873,48.31746031746032,0.5119047619047619,0.4404761904761904,1,6,1177.0
2020-01-13,Clothing,1470.0,490.4257192982456,0.2509122807017544,2.957894736842105,48.51578947368421,0.4666666666666667,0.4736842105263157,1,0,1323.0
2020-01-14,Clothing,1258.0,463.0315476190476,0.2559523809523809,2.871825396825397,47.73015873015873,0.5436507936507936,0.4801587301587302,1,1,1169.0
2020-01-15,Clothing,1337.0,493.3531205673759,0.2368439716312056,3.0563829787234043,47.691489361702125,0.5283687943262412,0.4645390070921986,1,2,1262.0
2020-01-16,Clothing,1331.0,489.17223880597015,0.2479477611940298,2.942537313432836,48.492537313432834,0.5111940298507462,0.5074626865671642,1,3,1254.0
2020-01-17,Clothing,1249.0,517.7785496183207,0.2572137404580152,2.942748091603053,47.80152671755725,0.4847328244274809,0.4618320610687023,1,4,1226.0
2020-01-18,Clothing,1220.0,499.7674803149607,0.2449212598425197,3.02992125984252,48.12204724409449,0.5118110236220472,0.5236220472440944,1,5,1096.0
2020-01-19,Clothing,1481.0,503.0621140939597,0.2455704697986577,2.985234899328859,50.26845637583892,0.4463087248322148,0.4731543624161073,1,6,1439.0
2020-01-20,Clothing,1278.0,495.5994208494208,0.2307335907335907,2.940926640926641,49.23166023166023,0.5444015444015444,0.5019305019305019,1,0,1165.0
2020-01-21,Clothing,1353.0,499.1221673003802,0.2445627376425855,2.9950570342205327,50.09885931558935,0.467680608365019,0.5361216730038023,1,1,1153.0
2020-01-22,Clothing,1357.0,494.6359629629629,0.2531481481481481,3.017777777777777,49.114814814814814,0.5,0.5,1,2,1188.0
2020-01-23,Clothing,1302.0,500.7749097472924,0.2685920577617329,3.0241877256317693,48.42238267148014,0.4332129963898917,0.4620938628158845,1,3,1116.0
2020-01-24,Clothing,1379.0,504.3527472527472,0.2491941391941391,2.9542124542124544,51.3956043956044,0.5018315018315018,0.4945054945054945,1,4,1206.0
2020-01-25,Clothing,1325.0,495.28,0.2405494505494505,3.095970695970696,49.0989010989011,0.5238095238095238,0.5128205128205128,1,5,1164.0
2020-01-26,Clothing,1517.0,490.5099310344828,0.247448275862069,3.110344827586207,49.64827586206896,0.5172413793103449,0.506896551724138,1,6,1253.0
2020-01-27,Clothing,1331.0,508.2709433962264,0.2515471698113207,2.872075471698113,51.04905660377359,0.4792452830188679,0.5660377358490566,1,0,1255.0
